Id,关卡Id,行为Id,行为类型,参数1,参数2,参数3,参数4,参数5,说明,对应地图
1507364,23,36,1,32,0,0,0,0,创建计时器32，用于激活出生点(开局行为),11
1507365,23,37,1,33,0,0,0,0,创建计时器33，用于激活出生点(开局行为),11
1507366,23,38,1,34,0,0,0,0,创建计时器34，用于激活出生点(开局行为),11
1507367,23,39,1,35,0,0,0,0,创建计时器35，用于激活出生点(开局行为),11
1507368,23,40,1,36,0,0,0,0,创建计时器36，用于激活出生点(开局行为),11
1507369,23,41,1,37,0,0,0,0,创建计时器37，用于激活出生点(开局行为),11
1507370,23,42,1,38,0,0,0,0,创建计时器38，用于激活出生点(开局行为),11
1507371,23,43,1,39,0,0,0,0,创建计时器39，用于激活出生点(开局行为),11
1507372,23,44,1,40,0,0,0,0,创建计时器40，用于激活出生点(开局行为),11
1507373,23,45,10,1,0,0,0,0,开局倒计时信息(开局行为),11
1507374,23,46,3,1,0,0,0,0,创建计数器1，清空敌人,11
1507375,23,47,7,0,0,0,0,0,副本开始计时,11
1507376,23,48,2,101,0,0,0,0,计时器101开始计时,11
1507377,23,49,11,26,0,0,0,0,任务目标：幸存,11
1507378,23,50,2,1,0,0,0,0,计时器1开始计时,11
1507379,23,51,11,27,0,0,0,0,第1波,11
1507380,23,52,2,21,0,0,0,0,计时器31开始计时,11
1507381,23,53,21,0,0,0,0,0,激活第1组出生点,11
1507382,23,54,11,61,0,0,0,0,第1波结束,11
1507383,23,55,2,2,0,0,0,0,计时器2开始计时,11
1507384,23,56,11,28,0,0,0,0,第2波,11
1507385,23,57,2,22,0,0,0,0,计时器32开始计时,11
1507386,23,58,21,0,0,0,0,0,激活第2组出生点,11
1507387,23,59,11,62,0,0,0,0,第2波结束,11
1507388,23,60,2,3,0,0,0,0,计时器3开始计时,11
1507389,23,61,11,29,0,0,0,0,第3波,11
1507390,23,62,2,23,0,0,0,0,计时器33开始计时,11
1507391,23,63,21,0,0,0,0,0,激活第3组出生点,11
1507392,23,64,11,63,0,0,0,0,第3波结束,11
1507393,23,65,2,4,0,0,0,0,计时器4开始计时,11
1507394,23,66,11,30,0,0,0,0,第4波,11
1507395,23,67,2,24,0,0,0,0,计时器34开始计时,11
1507396,23,68,21,0,0,0,0,0,激活第4组出生点,11
1507397,23,69,11,64,0,0,0,0,第4波结束,11
1507398,23,70,2,5,0,0,0,0,计时器5开始计时,11
1507399,23,71,11,31,0,0,0,0,第5波,11
1507400,23,72,2,25,0,0,0,0,计时器35开始计时,11
1507401,23,73,21,0,0,0,0,0,激活第5组出生点,11
1507402,23,74,11,65,0,0,0,0,第5波结束,11
1507403,23,75,2,6,0,0,0,0,计时器6开始计时,11
1507404,23,76,11,32,0,0,0,0,第6波,11
1507405,23,77,2,26,0,0,0,0,计时器36开始计时,11
1507406,23,78,21,0,0,0,0,0,激活第6组出生点,11
1507407,23,79,11,66,0,0,0,0,第6波结束,11
1507408,23,80,2,7,0,0,0,0,计时器7开始计时,11
1507409,23,81,11,33,0,0,0,0,第7波,11
1507410,23,82,2,27,0,0,0,0,计时器37开始计时,11
1507411,23,83,21,0,0,0,0,0,激活第7组出生点,11
1507412,23,84,11,67,0,0,0,0,第7波结束,11
1507413,23,85,2,8,0,0,0,0,计时器8开始计时,11
1507414,23,86,11,34,0,0,0,0,第8波,11
1507415,23,87,2,28,0,0,0,0,计时器38开始计时,11
1507416,23,88,21,0,0,0,0,0,激活第8组出生点,11
1507417,23,89,11,68,0,0,0,0,第8波结束,11
1507418,23,90,2,9,0,0,0,0,计时器9开始计时,11
1507419,23,91,11,35,0,0,0,0,第9波,11
1507420,23,92,2,29,0,0,0,0,计时器39开始计时,11
1507421,23,93,21,0,0,0,0,0,激活第9组出生点,11
1507422,23,94,11,69,0,0,0,0,第9波结束,11
1507423,23,95,2,10,0,0,0,0,计时器10开始计时,11
1507424,23,96,11,36,0,0,0,0,第10波,11
1507425,23,97,2,30,0,0,0,0,计时器40开始计时,11
1507426,23,98,21,0,0,0,0,0,激活第10组出生点,11
1507427,23,99,11,70,0,0,0,0,第10波结束,11
1507428,23,100,2,11,0,0,0,0,计时器11开始计时,11
1507429,23,101,11,37,0,0,0,0,第11波,11
1507430,23,102,2,31,0,0,0,0,计时器41开始计时,11
1507431,23,103,21,0,0,0,0,0,激活第11组出生点,11
1507432,23,104,11,71,0,0,0,0,第11波结束,11
1507433,23,105,2,12,0,0,0,0,计时器12开始计时,11
1507434,23,106,11,38,0,0,0,0,第12波,11
1507435,23,107,2,32,0,0,0,0,计时器42开始计时,11
1507436,23,108,21,0,0,0,0,0,激活第12组出生点,11
1507437,23,109,11,72,0,0,0,0,第12波结束,11
1507438,23,110,2,13,0,0,0,0,计时器13开始计时,11
1507439,23,111,11,39,0,0,0,0,第13波,11
1507440,23,112,2,33,0,0,0,0,计时器43开始计时,11
1507441,23,113,21,0,0,0,0,0,激活第13组出生点,11
1507442,23,114,11,73,0,0,0,0,第13波结束,11
1507443,23,115,2,14,0,0,0,0,计时器14开始计时,11
1507444,23,116,11,40,0,0,0,0,第14波,11
1507445,23,117,2,34,0,0,0,0,计时器44开始计时,11
1507446,23,118,21,0,0,0,0,0,激活第14组出生点,11
1507447,23,119,11,74,0,0,0,0,第14波结束,11
1507448,23,120,2,15,0,0,0,0,计时器15开始计时,11
1507449,23,121,11,41,0,0,0,0,第15波,11
1507450,23,122,2,35,0,0,0,0,计时器45开始计时,11
1507451,23,123,21,0,0,0,0,0,激活第15组出生点,11
1507452,23,124,11,75,0,0,0,0,第15波结束,11
1507453,23,125,2,16,0,0,0,0,计时器16开始计时,11
1507454,23,126,11,42,0,0,0,0,第16波,11
1507455,23,127,2,36,0,0,0,0,计时器46开始计时,11
1507456,23,128,21,0,0,0,0,0,激活第16组出生点,11
1507457,23,129,11,76,0,0,0,0,第16波结束,11
1507458,23,130,2,17,0,0,0,0,计时器17开始计时,11
1507459,23,131,11,43,0,0,0,0,第17波,11
1507460,23,132,2,37,0,0,0,0,计时器47开始计时,11
1507461,23,133,21,0,0,0,0,0,激活第17组出生点,11
1507462,23,134,11,77,0,0,0,0,第17波结束,11
1507463,23,135,2,18,0,0,0,0,计时器18开始计时,11
1507464,23,136,11,44,0,0,0,0,第18波,11
1507465,23,137,2,38,0,0,0,0,计时器48开始计时,11
1507466,23,138,21,0,0,0,0,0,激活第18组出生点,11
1507467,23,139,11,78,0,0,0,0,第18波结束,11
1507468,23,140,2,19,0,0,0,0,计时器19开始计时,11
1507469,23,141,11,45,0,0,0,0,第19波,11
1507470,23,142,2,39,0,0,0,0,计时器49开始计时,11
1507471,23,143,21,0,0,0,0,0,激活第19组出生点,11
1507472,23,144,11,79,0,0,0,0,第19波结束,11
1507473,23,145,2,20,0,0,0,0,计时器20开始计时,11
1507474,23,146,11,138,0,0,0,0,第20波,11
1507475,23,147,2,40,0,0,0,0,计时器50开始计时,11
1507476,23,148,21,0,0,0,0,0,激活第20组出生点,11
1507477,23,149,11,80,0,0,0,0,第20波结束,11
1507478,23,150,12,0,0,0,0,0,副本停止计时,11
1507479,23,151,2,102,0,0,0,0,计时器102开始计时,11
1507480,23,152,11,15,0,0,0,0,显示计时器102计时,11
1507481,23,153,14,0,0,0,0,0,副本结束,11
1507482,23,154,23,21,0,0,0,0,奖励500币,11
1507483,23,155,23,22,0,0,0,0,奖励750币,11
1507484,23,156,23,23,0,0,0,0,奖励1000币,11
1507485,23,157,23,24,0,0,0,0,奖励1250币,11
1507486,23,158,23,25,0,0,0,0,奖励1500币,11
1507487,23,159,23,26,0,0,0,0,奖励1750币,11
1507488,23,160,23,27,0,0,0,0,奖励2000币,11
1507489,23,161,23,28,0,0,0,0,奖励2250币,11
1507490,23,162,23,29,0,0,0,0,奖励2500币,11
1507491,23,163,23,30,0,0,0,0,奖励2750币,11
1507492,23,164,23,31,0,0,0,0,奖励3000币,11
1507493,23,165,23,32,0,0,0,0,奖励3250币,11
1507494,23,166,23,33,0,0,0,0,奖励3500币,11
1507495,23,167,23,34,0,0,0,0,奖励3750币,11
1507496,23,168,23,35,0,0,0,0,奖励4000币,11
1507497,23,169,6,1,0,2,0,0,区域A大门,11
1507498,23,170,6,2,0,2,0,0,区域B大门,11
1507499,23,171,6,3,0,2,0,0,区域C大门,11
1507500,23,172,6,4,0,2,0,0,区域D大门,11
1507501,23,173,0,1,0,0,0,0,激活障碍NPC自动炮出生点,11
1507502,23,174,11,12,0,0,0,0,前往下个区域,11
1507503,23,175,0,2,0,0,0,0,激活障碍NPC自动炮出生点2,11
1507504,23,176,0,3,0,0,0,0,激活障碍NPC自动炮出生点3,11
1572865,24,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
1572866,24,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
1572867,24,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
1572868,24,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
1572869,24,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
1572870,24,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
1572871,24,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
1572872,24,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
1572873,24,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
1572874,24,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
1572875,24,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
1572876,24,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
1572877,24,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
1572878,24,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
1572879,24,15,1,11,0,0,0,0,创建计时器11，用于显示波数(开局行为),11
1572880,24,16,1,12,0,0,0,0,创建计时器12，用于显示波数(开局行为),11
1572881,24,17,1,13,0,0,0,0,创建计时器13，用于显示波数(开局行为),11
1572882,24,18,1,14,0,0,0,0,创建计时器14，用于显示波数(开局行为),11
1572883,24,19,1,15,0,0,0,0,创建计时器15，用于显示波数(开局行为),11
1572884,24,20,1,16,0,0,0,0,创建计时器16，用于显示波数(开局行为),11
1572885,24,21,1,17,0,0,0,0,创建计时器17，用于显示波数(开局行为),11
1572886,24,22,1,18,0,0,0,0,创建计时器18，用于显示波数(开局行为),11
1572887,24,23,1,19,0,0,0,0,创建计时器19，用于显示波数(开局行为),11
1572888,24,24,1,20,0,0,0,0,创建计时器20，用于显示波数(开局行为),11
1572889,24,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
1572890,24,26,1,22,0,0,0,0,创建计时器22，用于激活出生点(开局行为),11
1572891,24,27,1,23,0,0,0,0,创建计时器23，用于激活出生点(开局行为),11
1572892,24,28,1,24,0,0,0,0,创建计时器24，用于激活出生点(开局行为),11
1572893,24,29,1,25,0,0,0,0,创建计时器25，用于激活出生点(开局行为),11
1572894,24,30,1,26,0,0,0,0,创建计时器26，用于激活出生点(开局行为),11
1572895,24,31,1,27,0,0,0,0,创建计时器27，用于激活出生点(开局行为),11
1572896,24,32,1,28,0,0,0,0,创建计时器28，用于激活出生点(开局行为),11
1572897,24,33,1,29,0,0,0,0,创建计时器29，用于激活出生点(开局行为),11
1572898,24,34,1,30,0,0,0,0,创建计时器30，用于激活出生点(开局行为),11
1572899,24,35,1,31,0,0,0,0,创建计时器31，用于激活出生点(开局行为),11
1572900,24,36,1,32,0,0,0,0,创建计时器32，用于激活出生点(开局行为),11
1572901,24,37,1,33,0,0,0,0,创建计时器33，用于激活出生点(开局行为),11
1572902,24,38,1,34,0,0,0,0,创建计时器34，用于激活出生点(开局行为),11
1572903,24,39,1,35,0,0,0,0,创建计时器35，用于激活出生点(开局行为),11
1572904,24,40,1,36,0,0,0,0,创建计时器36，用于激活出生点(开局行为),11
1572905,24,41,1,37,0,0,0,0,创建计时器37，用于激活出生点(开局行为),11
1572906,24,42,1,38,0,0,0,0,创建计时器38，用于激活出生点(开局行为),11
1572907,24,43,1,39,0,0,0,0,创建计时器39，用于激活出生点(开局行为),11
1572908,24,44,1,40,0,0,0,0,创建计时器40，用于激活出生点(开局行为),11
1572909,24,45,10,1,0,0,0,0,开局倒计时信息(开局行为),11
1572910,24,46,3,1,0,0,0,0,创建计数器1，清空敌人,11
1572911,24,47,7,0,0,0,0,0,副本开始计时,11
1572912,24,48,2,101,0,0,0,0,计时器101开始计时,11
1572913,24,49,11,26,0,0,0,0,任务目标：幸存,11
1572914,24,50,2,1,0,0,0,0,计时器1开始计时,11
1572915,24,51,11,27,0,0,0,0,第1波,11
1572916,24,52,2,21,0,0,0,0,计时器31开始计时,11
1572917,24,53,21,0,0,0,0,0,激活第1组出生点,11
1572918,24,54,11,61,0,0,0,0,第1波结束,11
1572919,24,55,2,2,0,0,0,0,计时器2开始计时,11
1572920,24,56,11,28,0,0,0,0,第2波,11
1572921,24,57,2,22,0,0,0,0,计时器32开始计时,11
1572922,24,58,21,0,0,0,0,0,激活第2组出生点,11
1572923,24,59,11,62,0,0,0,0,第2波结束,11
1572924,24,60,2,3,0,0,0,0,计时器3开始计时,11
1572925,24,61,11,29,0,0,0,0,第3波,11
1572926,24,62,2,23,0,0,0,0,计时器33开始计时,11
1572927,24,63,21,0,0,0,0,0,激活第3组出生点,11
1572928,24,64,11,63,0,0,0,0,第3波结束,11
1572929,24,65,2,4,0,0,0,0,计时器4开始计时,11
1572930,24,66,11,30,0,0,0,0,第4波,11
1572931,24,67,2,24,0,0,0,0,计时器34开始计时,11
1572932,24,68,21,0,0,0,0,0,激活第4组出生点,11
1572933,24,69,11,64,0,0,0,0,第4波结束,11
1572934,24,70,2,5,0,0,0,0,计时器5开始计时,11
1572935,24,71,11,31,0,0,0,0,第5波,11
1572936,24,72,2,25,0,0,0,0,计时器35开始计时,11
1572937,24,73,21,0,0,0,0,0,激活第5组出生点,11
1572938,24,74,11,65,0,0,0,0,第5波结束,11
1572939,24,75,2,6,0,0,0,0,计时器6开始计时,11
1572940,24,76,11,32,0,0,0,0,第6波,11
1572941,24,77,2,26,0,0,0,0,计时器36开始计时,11
1572942,24,78,21,0,0,0,0,0,激活第6组出生点,11
1572943,24,79,11,66,0,0,0,0,第6波结束,11
1572944,24,80,2,7,0,0,0,0,计时器7开始计时,11
1572945,24,81,11,33,0,0,0,0,第7波,11
1572946,24,82,2,27,0,0,0,0,计时器37开始计时,11
1572947,24,83,21,0,0,0,0,0,激活第7组出生点,11
1572948,24,84,11,67,0,0,0,0,第7波结束,11
1572949,24,85,2,8,0,0,0,0,计时器8开始计时,11
1572950,24,86,11,34,0,0,0,0,第8波,11
1572951,24,87,2,28,0,0,0,0,计时器38开始计时,11
1572952,24,88,21,0,0,0,0,0,激活第8组出生点,11
1572953,24,89,11,68,0,0,0,0,第8波结束,11
1572954,24,90,2,9,0,0,0,0,计时器9开始计时,11
1572955,24,91,11,35,0,0,0,0,第9波,11
1572956,24,92,2,29,0,0,0,0,计时器39开始计时,11
1572957,24,93,21,0,0,0,0,0,激活第9组出生点,11
1572958,24,94,11,69,0,0,0,0,第9波结束,11
1572959,24,95,2,10,0,0,0,0,计时器10开始计时,11
1572960,24,96,11,36,0,0,0,0,第10波,11
1572961,24,97,2,30,0,0,0,0,计时器40开始计时,11
1572962,24,98,21,0,0,0,0,0,激活第10组出生点,11
1572963,24,99,11,70,0,0,0,0,第10波结束,11
1572964,24,100,2,11,0,0,0,0,计时器11开始计时,11
1572965,24,101,11,37,0,0,0,0,第11波,11
1572966,24,102,2,31,0,0,0,0,计时器41开始计时,11
1572967,24,103,21,0,0,0,0,0,激活第11组出生点,11
1572968,24,104,11,71,0,0,0,0,第11波结束,11
1572969,24,105,2,12,0,0,0,0,计时器12开始计时,11
1572970,24,106,11,38,0,0,0,0,第12波,11
1572971,24,107,2,32,0,0,0,0,计时器42开始计时,11
1572972,24,108,21,0,0,0,0,0,激活第12组出生点,11
1572973,24,109,11,72,0,0,0,0,第12波结束,11
1572974,24,110,2,13,0,0,0,0,计时器13开始计时,11
1572975,24,111,11,39,0,0,0,0,第13波,11
1572976,24,112,2,33,0,0,0,0,计时器43开始计时,11
1572977,24,113,21,0,0,0,0,0,激活第13组出生点,11
1572978,24,114,11,73,0,0,0,0,第13波结束,11
1572979,24,115,2,14,0,0,0,0,计时器14开始计时,11
1572980,24,116,11,40,0,0,0,0,第14波,11
1572981,24,117,2,34,0,0,0,0,计时器44开始计时,11
1572982,24,118,21,0,0,0,0,0,激活第14组出生点,11
1572983,24,119,11,74,0,0,0,0,第14波结束,11
1572984,24,120,2,15,0,0,0,0,计时器15开始计时,11
1572985,24,121,11,41,0,0,0,0,第15波,11
1572986,24,122,2,35,0,0,0,0,计时器45开始计时,11
1572987,24,123,21,0,0,0,0,0,激活第15组出生点,11
1572988,24,124,11,75,0,0,0,0,第15波结束,11
1572989,24,125,2,16,0,0,0,0,计时器16开始计时,11
1572990,24,126,11,42,0,0,0,0,第16波,11
1572991,24,127,2,36,0,0,0,0,计时器46开始计时,11
1572992,24,128,21,0,0,0,0,0,激活第16组出生点,11
1572993,24,129,11,76,0,0,0,0,第16波结束,11
1572994,24,130,2,17,0,0,0,0,计时器17开始计时,11
1572995,24,131,11,43,0,0,0,0,第17波,11
1572996,24,132,2,37,0,0,0,0,计时器47开始计时,11
1572997,24,133,21,0,0,0,0,0,激活第17组出生点,11
1572998,24,134,11,77,0,0,0,0,第17波结束,11
1572999,24,135,2,18,0,0,0,0,计时器18开始计时,11
1573000,24,136,11,44,0,0,0,0,第18波,11
1573001,24,137,2,38,0,0,0,0,计时器48开始计时,11
1573002,24,138,21,0,0,0,0,0,激活第18组出生点,11
1573003,24,139,11,78,0,0,0,0,第18波结束,11
1573004,24,140,2,19,0,0,0,0,计时器19开始计时,11
1573005,24,141,11,45,0,0,0,0,第19波,11
1573006,24,142,2,39,0,0,0,0,计时器49开始计时,11
1573007,24,143,21,0,0,0,0,0,激活第19组出生点,11
1573008,24,144,11,79,0,0,0,0,第19波结束,11
1573009,24,145,2,20,0,0,0,0,计时器20开始计时,11
1573010,24,146,11,138,0,0,0,0,第20波,11
1573011,24,147,2,40,0,0,0,0,计时器50开始计时,11
1573012,24,148,21,0,0,0,0,0,激活第20组出生点,11
1573013,24,149,11,80,0,0,0,0,第20波结束,11
1573014,24,150,12,0,0,0,0,0,副本停止计时,11
1573015,24,151,2,102,0,0,0,0,计时器102开始计时,11
1573016,24,152,11,15,0,0,0,0,显示计时器102计时,11
1573017,24,153,14,0,0,0,0,0,副本结束,11
1573018,24,154,23,21,0,0,0,0,奖励500币,11
1573019,24,155,23,22,0,0,0,0,奖励750币,11
1573020,24,156,23,23,0,0,0,0,奖励1000币,11
1573021,24,157,23,24,0,0,0,0,奖励1250币,11
1573022,24,158,23,25,0,0,0,0,奖励1500币,11
1573023,24,159,23,26,0,0,0,0,奖励1750币,11
1573024,24,160,23,27,0,0,0,0,奖励2000币,11
1573025,24,161,23,28,0,0,0,0,奖励2250币,11
1573026,24,162,23,29,0,0,0,0,奖励2500币,11
1573027,24,163,23,30,0,0,0,0,奖励2750币,11
1573028,24,164,23,31,0,0,0,0,奖励3000币,11
1573029,24,165,23,32,0,0,0,0,奖励3250币,11
1573030,24,166,23,33,0,0,0,0,奖励3500币,11
1573031,24,167,23,34,0,0,0,0,奖励3750币,11
1573032,24,168,23,35,0,0,0,0,奖励4000币,11
1573033,24,169,6,1,0,2,0,0,区域A大门,11
1573034,24,170,6,2,0,2,0,0,区域B大门,11
1573035,24,171,6,3,0,2,0,0,区域C大门,11
1573036,24,172,6,4,0,2,0,0,区域D大门,11
1573037,24,173,0,1,0,0,0,0,激活障碍NPC自动炮出生点,11
1573038,24,174,11,12,0,0,0,0,前往下个区域,11
1573039,24,175,0,2,0,0,0,0,激活障碍NPC自动炮出生点2,11
1573040,24,176,0,3,0,0,0,0,激活障碍NPC自动炮出生点3,11
1638401,25,1,1,100,0,0,0,0,创建计时器100，开局倒计时(开局行为),11
1638402,25,2,2,100,0,0,0,0,计时器100开始计时(开局行为),11
1638403,25,3,1,101,0,0,0,0,创建计时器101，用于开局显示目标文字(开局行为),11
1638404,25,4,1,102,0,0,0,0,创建计时器102，用于关卡结束倒计时(开局行为),11
1638405,25,5,1,1,0,0,0,0,创建计时器1，用于显示波数(开局行为),11
1638406,25,6,1,2,0,0,0,0,创建计时器2，用于显示波数(开局行为),11
1638407,25,7,1,3,0,0,0,0,创建计时器3，用于显示波数(开局行为),11
1638408,25,8,1,4,0,0,0,0,创建计时器4，用于显示波数(开局行为),11
1638409,25,9,1,5,0,0,0,0,创建计时器5，用于显示波数(开局行为),11
1638410,25,10,1,6,0,0,0,0,创建计时器6，用于显示波数(开局行为),11
1638411,25,11,1,7,0,0,0,0,创建计时器7，用于显示波数(开局行为),11
1638412,25,12,1,8,0,0,0,0,创建计时器8，用于显示波数(开局行为),11
1638413,25,13,1,9,0,0,0,0,创建计时器9，用于显示波数(开局行为),11
1638414,25,14,1,10,0,0,0,0,创建计时器10，用于显示波数(开局行为),11
1638415,25,15,1,11,0,0,0,0,创建计时器11，用于显示波数(开局行为),11
1638416,25,16,1,12,0,0,0,0,创建计时器12，用于显示波数(开局行为),11
1638417,25,17,1,13,0,0,0,0,创建计时器13，用于显示波数(开局行为),11
1638418,25,18,1,14,0,0,0,0,创建计时器14，用于显示波数(开局行为),11
1638419,25,19,1,15,0,0,0,0,创建计时器15，用于显示波数(开局行为),11
1638420,25,20,1,16,0,0,0,0,创建计时器16，用于显示波数(开局行为),11
1638421,25,21,1,17,0,0,0,0,创建计时器17，用于显示波数(开局行为),11
1638422,25,22,1,18,0,0,0,0,创建计时器18，用于显示波数(开局行为),11
1638423,25,23,1,19,0,0,0,0,创建计时器19，用于显示波数(开局行为),11
1638424,25,24,1,20,0,0,0,0,创建计时器20，用于显示波数(开局行为),11
1638425,25,25,1,21,0,0,0,0,创建计时器21，用于激活出生点(开局行为),11
1638426,25,26,1,22,0,0,0,0,创建计时器22，用于激活出生点(开局行为),11
1638427,25,27,1,23,0,0,0,0,创建计时器23，用于激活出生点(开局行为),11
